"Lat","Lon","Name","Full Address","Address","ZIP","City","Country","Source"
52.5190732,13.3887972,"HYNAMICS DEUTSCHLAND GMBH","FRIEDRICHSTR. 94, 10117, Berlin, Deutschland","FRIEDRICHSTR. 94","10117","BERLIN","Germany","Amadeus"
52.517666,13.385818,"ZUKUNFT GAS GMBH","NEUSTÄDTISCHE KIRCHSTR., 10117, Berlin, Deutschland","NEUSTÄDTISCHE KIRCHSTR.","10117","BERLIN","Germany","Amadeus"
52.5120847,13.3099149,"EW MEDIEN UND KONGRESSE GMBH","BISMARCKSTR. 33, 10625, Berlin, Deutschland","BISMARCKSTR. 33","10625","BERLIN","Germany","Amadeus"
52.5120216,13.4158772,"Institut für Klimaschutz, Energie und Mobilität - Recht, Ökonomie und Politik e.V.","Magazinstr. 15 - 16, 10179, Berlin, Germany","Magazinstr. 15 - 16","10179","Berlin","Germany","Hydrogen Germany"
52.5118779,13.376104,"HIF EMEA GMBH","LENNESTR. 3, 10785, Berlin, Deutschland","LENNESTR. 3","10785","BERLIN","Germany","Amadeus"
52.511521,13.3915077,"IBERDROLA STROM GMBH","CHARLOTTENSTR. 63, 10117, Berlin, Deutschland","CHARLOTTENSTR. 63","10117","BERLIN","Germany","Amadeus"
52.5112731,13.3889185,"LIFTE H2-GMBH","KRONENSTR. 63, 10117, Berlin, Deutschland","KRONENSTR. 63","10117","BERLIN","Germany","Amadeus"
52.5111993,13.3872982,"OHD OFFSHORE HYDROGEN DEVELOPMENT ADMINISTRATION TWO GMBH","KRONENSTR. 73, 10117, Essen, Deutschland","KRONENSTR. 73","10117","BERLIN","Germany","Amadeus"
52.5111659,13.4042824,"HDF ENERGY DEUTSCHLAND GMBH","WALLSTR. 9, 10179, Berlin, Deutschland","WALLSTR. 9","10179","BERLIN","Germany","Amadeus"
52.5105511,13.3913361,"S-H2 - SUSTAINABLE HYDROGEN GMBH","LEIPZIGER STR. 96, 10117, Berlin, Deutschland","LEIPZIGER STR. 96","10117","BERLIN","Germany","Amadeus"
52.51,13.26,"H2 Station",NA,NA,NA,"Berlin","DE","www.H2stations.org"
52.5094467,13.3796957,"MULTIPLY AG","LEIPZIGER PLATZ 11, 10117, Berlin, Deutschland","LEIPZIGER PLATZ 11","10117","BERLIN","Germany","Amadeus"
52.5089423,13.3750321,"LIFTE H2","Potsdamer Platz 1, Berlin, 10785, Germany",NA,NA,NA,"Germany","Hydrogen Europe"
52.5083233,13.3943543,"SEEHG SECURING ENERGY FOR EUROPE HOLDING GMBH","MARKGRAFENSTR. 23, 10117, Berlin, Deutschland","MARKGRAFENSTR. 23","10117","BERLIN","Germany","Amadeus"
52.5071785,13.3279356,"NOW GMBH NATIONALE ORGANISATION WASSERSTOFF- UND BRENNSTOFFZELLENTECHNOLOGIE","FASANENSTR. 5, 10623, Berlin, Deutschland","FASANENSTR. 5","10623","BERLIN","Germany","Amadeus"
52.5050831,13.3323631,"GLOBAL ENERGY INTERCONNECTION RESEARCH INSTITUTE EUROPE GMBH","KANTSTR. 162, 10623, Berlin, Deutschland","KANTSTR. 162","10623","BERLIN","Germany","Amadeus"
52.503616,13.32865,"H2 NOW GMBH","KURFÜRSTENDAMM, 10719, Berlin, Deutschland","KURFÜRSTENDAMM","10719","BERLIN","Germany","Amadeus"
52.50254,13.316714,"GEG INTEGRATED SOLUTIONS GMBH","SCHLÜTERSTR., 10629, Berlin, Deutschland","SCHLÜTERSTR.","10629","BERLIN","Germany","Amadeus"
52.50213,13.377993,"CLEAN ENERGY PARTNERSHIP (CEP) E.V.","SCHÖNEBERGER STR., 10963, Berlin, Deutschland","SCHÖNEBERGER STR.","10963","BERLIN","Germany","Amadeus"
52.50076555,13.45204335,"APOLLINARIS BRANDS GMBH","STRALAUER ALLEE 4, 10245, Berlin, Deutschland","STRALAUER ALLEE 4","10245","BERLIN","Germany","Amadeus"
52.4982473,13.3096572,"BRAINFLEET HYDROGEN SOLUTIONS GMBH","DUISBURGER STR. 6, 10707, Berlin, Deutschland","DUISBURGER STR. 6","10707","BERLIN","Germany","Amadeus"
52.4968527,13.290607928,"VIGO BIOENERGY GMBH","KURFÜRSTENDAMM, 10711, Berlin, Deutschland","KURFÜRSTENDAMM","10711","BERLIN","Germany","Amadeus"
52.4892988,13.3313765,"RE:NAH2 GMBH","BUNDESALLEE 187, 10717, Sachsen, Deutschland","BUNDESALLEE 187","10717","BERLIN","Germany","Amadeus"
52.4824069,13.3567793,"H2 MOBILITY DEUTSCHLAND GMBH & CO. KG","EUREF-CAMPUS 10-11, 10829, Berlin, Deutschland","EUREF-CAMPUS 10-11","10829","BERLIN","Germany","Amadeus"
52.48,13.5,"H2 Station",NA,NA,NA,"Berlin","DE","www.H2stations.org"
52.47868,13.3473508,"SBT SERVICEGESELLSCHAFT FÜR DAS BERLINER TAXIGEWERBE GMBH","EBERSSTR. 60, 10827, Berlin, Deutschland","EBERSSTR. 60","10827","BERLIN","Germany","Amadeus"
52.4766288,13.3563938,"Agentur für Erneuerbare Energien e.V.","EUREF-Campus 16, 10829, Berlin, Germany","EUREF-Campus 16","10829","Berlin","Germany","Hydrogen Germany"
52.4753283,13.3628142,"Q ENERGY SOLUTIONS SE","HILDEGARD-KNEF-PLATZ 3, 10829, Berlin, Deutschland","HILDEGARD-KNEF-PLATZ 3","10829","BERLIN","Germany","Amadeus"
52.452636,13.299959,"PTX DEVELOPMENT GMBH","LIMONENSTR. 14, 12203, Berlin, Deutschland","LIMONENSTR. 14","12203","BERLIN","Germany","Amadeus"
52.45,13.43,"H2 Station",NA,NA,NA,"Berlin","DE","www.H2stations.org"
52.444597,13.309444,"DEUTSCHER WASSERSTOFF- UND BRENNSTOFFZELLEN-VERBAND (DWV) E.V.","MOLTKESTR. 42, 12203, Berlin, Deutschland","MOLTKESTR. 42","12203","BERLIN","Germany","Amadeus"
52.44143925,13.2864438014668,"Bundesanstalt für Materialforschung und prüfung (BAM)","Unter den Eichen 87, 12205 Berlin, Berlin Germany",NA,NA,NA,"Germany","Hydrogen Europe Research"
52.4386105,13.2391057,"inpro Innovationsgesellschaft für fortgeschrittene Produktionssysteme in der Fahrzeugindustrie mbH","Steinplatz 2, 10623, Berlin, Germany","Steinplatz 2","10623","Berlin","Germany","Hydrogen Germany"
52.43613105,13.206697117072,"RGR BAUWEGE CONCEPT GMBH","WALDSÄNGERPFAD, 14129, Berlin, Deutschland","WALDSÄNGERPFAD","14129","BERLIN","Germany","Amadeus"
52.4331354,13.5402384,"AXIOSUS ENERGY GMBH","FRANZ-EHRLICH-STR. 12, 12489, Berlin, Deutschland","FRANZ-EHRLICH-STR. 12","12489","BERLIN","Germany","Amadeus"
52.4330402,13.2947951,"Bundesanstalt für Materialforschung und -prüfung (BAM)","Unter den Eichen 87, 12205, Berlin, Germany","Unter den Eichen 87","12205","Berlin","Germany","Hydrogen Germany"
52.4313258,13.523673,"GRAFORCE HYDROCARB GMBH","JOHANN-HITTORF-STR. 8, 12489, Berlin, Deutschland","JOHANN-HITTORF-STR. 8","12489","BERLIN","Germany","Amadeus"
52.4313258,13.523673,"SYNREFORM GMBH","JOHANN-HITTORF-STR. 8, 12489, Berlin, Deutschland","JOHANN-HITTORF-STR. 8","12489","BERLIN","Germany","Amadeus"
52.4298168,13.5243869,"HPS HOME POWER SOLUTIONS AG","CARL-SCHEELE-STR. 16, 12489, Berlin, Deutschland","CARL-SCHEELE-STR. 16","12489","BERLIN","Germany","Amadeus"
52.4288824,13.5284808,"VIGORHYDROGEN AG","RUDOWER CHAUSSEE 29, 12489, Berlin, Deutschland","RUDOWER CHAUSSEE 29","12489","BERLIN","Germany","Amadeus"
52.4269855,13.4898344,"ADIBELLI MY WAY - OUR WAY UG (HAFTUNGSBESCHRÄNKT)","STUBENRAUCHSTR. 115, 12357, Berlin, Deutschland","STUBENRAUCHSTR. 115","12357","BERLIN","Germany","Amadeus"
52.4164926,13.3732228,"Technische Universität Berlin","Straße des 17. Juni 135, 10623, Berlin, Germany","Straße des 17. Juni 135","10623","Berlin","Germany","Hydrogen Germany"
52.3561275,4.8546568,"FLEXILISER B.V.","AMSTELVEENSEWEG 52 1, 1075 XH, Amsterdam, Niederlande","AMSTELVEENSEWEG 52 1","1075 XH","AMSTERDAM","Netherlands","Amadeus"
52.3556191,4.8697087,"OCI METHANOL MARKETING B.V.","WILLEMSPARKWEG 193, 1071 HA, Amsterdam, Niederlande","WILLEMSPARKWEG 193","1071 HA","AMSTERDAM","Netherlands","Amadeus"
52.3555213,4.8152661,"INERC BV","J.F. Ankersmitstraat 3, 1068 JX Amsterdam, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Netherlands"
52.3451042,4.8438265,"Royal Netherlands Aerospace Centre (NLR)","Anthony Fokkerweg 2, 1059CM Amsterdam, North Holland Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe Research"
52.3405395,4.874589,"Teijin Holdings Europe","Would Trade Canter Tower B-9th floor, Strawinskylaan 925, Amsterdam, 1077XX, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.340259,4.874937,"DTEK","Strawinskylaan 01531, Amsterdam, 1077Xx, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.3400919,4.8725747,"AGC Chemicals Europe","Zuidplein 80, Amsterdam, 1077, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.339963,4.872523,"LHYFE NETHERLANDS B.V.","ZUIDPLEIN 126 TOWER H, 15E, 1077 XV, Amsterdam, Niederlande","ZUIDPLEIN 126 TOWER H, 15E","1077 XV","AMSTERDAM","Netherlands","Amadeus"
52.335403,4.854832,"Clear Corporate Finance","Jachthavenweg, Amsterdam, 1081KM, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.3084839,4.7593011,"MADOQUA VENTURES B.V.","SCHIPHOL BOULEVARD 127 WORLD TRADE, 1118 BG, Haarlemmermeer, Niederlande","SCHIPHOL BOULEVARD 127 WORLD TRADE","1118 BG","SCHIPHOL","Netherlands","Amadeus"
52.3059316,4.7529077,"REFUELS N.V.","EVERT VAN DE BEEKSTRAAT 1 THE BASE B, 1118 CL, Haarlemmermeer, Niederlande","EVERT VAN DE BEEKSTRAAT 1 THE BASE B","1118 CL","SCHIPHOL","Netherlands","Amadeus"
52.3014343,4.868706,"EVERFUEL NETHERLANDS B.V.","VAN HEUVEN GOEDHARTLAAN 13 D, 1181 LE, Amstelveen, Niederlande","VAN HEUVEN GOEDHARTLAAN 13 D","1181 LE","AMSTELVEEN","Netherlands","Amadeus"
52.2925828,4.7042353,"SHV Energy","Capellalaan 65, Hoofddorp, 2132JL, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.289971,4.695866,"STELLANTIS","Taurus avenue 1, Hoofddorp, 2132 LS, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.2841565,4.7971317,"JONGKIND B.V.","OOSTEINDERWEG 357, 1432 AX, Aalsmeer, Niederlande","OOSTEINDERWEG 357","1432 AX","AALSMEER","Netherlands","Amadeus"
52.27,4.7,"H2 Station",NA,NA,NA,"Hoofddrop/Schiphol","NL","www.H2stations.org"
52.26,4.69,"H2 Station",NA,NA,NA,"Rijsenhout","NL","www.H2stations.org"
52.1353889,4.3881452,"C.W. BUSSER PENSIOEN B.V.","ADMIRAAL HELFRICHLAAN 3, 2243 AG, Wassenaar, Niederlande","ADMIRAAL HELFRICHLAAN 3","2243 AG","WASSENAAR","Netherlands","Amadeus"
52.0936744,4.3130672,"POWER LINE UTILISING GRID B.V.","CAREL VAN BYLANDTLAAN 30, 2596 HR, S Gravenhage, Niederlande","CAREL VAN BYLANDTLAAN 30","2596 HR","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0936744,4.3130672,"Shell","Carel van Bylandtlaan 30, Den Haag, 2596 HR, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.0875561,4.3135367,"ORSTED HYDROGEN NETHERLANDS HOLDING B.V.","KONINGINNEGRACHT 19, 2514 AB, S Gravenhage, Niederlande","KONINGINNEGRACHT 19","2514 AB","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0849977,4.3097817,"FOUNTAIN FUEL ONTWIKKELING B.V.","LOUIS COUPERUSPLEIN 52, 2514 HR, S Gravenhage, Niederlande","LOUIS COUPERUSPLEIN 52","2514 HR","'S-GRAVENHAGE","Netherlands","Amadeus"
52.083249,4.3080831,"Chiyoda Corporation Netherlands B.V.","Parkstraat 83, The Hague, 2514 JG, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.083249,4.3080831,"CUSTOMIZED ENERGY SOLUTIONS EUROPE B.V.","PARKSTRAAT 83, 2514 JG, S Gravenhage, Niederlande","PARKSTRAAT 83","2514 JG","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0822233,4.3257144,"Netherlands Organisation for Applied Scientific Research (TNO)","New Babylon, Anna van Buerenplein 1, 2595 DA The Hague, NL",NA,NA,NA,"Netherlands","Hydrogen Europe Research"
52.0821698,4.3255508,"Deerns","Anna van Buerenplein 21F, Den Haag, 2595 DA","Marquesweg 4","4462 HD","Goes","Netherlands","Hydrogen Netherlands"
52.078919,4.337313,"H2 Storage","Prinses Magrietplantsoen 33, Den Haag, 2595 AM","Edelgasstraat 260","2718 TC","Zoetermeer","Netherlands","Hydrogen Netherlands"
52.0775809,4.3368518,"Aramco Overseas Company B.V.","Prinses Beatrixlaan 35, AK Den Haag, 2595, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.07,4.34,"H2 Station",NA,NA,NA,"The Hague","NL","www.H2stations.org"
52.06527,4.343878,"HYGRO ENERGY B.V.","SATURNUSSTRAAT 95 UNIT 2.14, 2516 AG, S Gravenhage, Niederlande","SATURNUSSTRAAT 95 UNIT 2.14","2516 AG","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0584438,4.4814249,"T.EN NETHERLANDS B.V.","AFRIKAWEG 30, 2713 AW, Zoetermeer, Niederlande","AFRIKAWEG 30","2713 AW","ZOETERMEER","Netherlands","Amadeus"
52.0498074,4.4109547,"NASHEL B.V.","AMBACHTSHOF 6, 2632 BB, Pijnacker-Nootdorp, Niederlande","AMBACHTSHOF 6","2632 BB","NOOTDORP","Netherlands","Amadeus"
52.0483775,4.4073495,"BLUE FORCE ENERGY B.V.","KOPERSLAGER 18, 2631 RK, Pijnacker-Nootdorp, Niederlande","KOPERSLAGER 18","2631 RK","NOOTDORP","Netherlands","Amadeus"
52.0474364,4.4016606,"NITROGENCLEANUP B.V.","MIMOSADREEF 7, 2631 HZ, Pijnacker-Nootdorp, Niederlande","MIMOSADREEF 7","2631 HZ","NOOTDORP","Netherlands","Amadeus"
52.0462524,4.2359868,"R. BOON BEHEER B.V.","KARPERDAAL 32, 2553 PH, S Gravenhage, Niederlande","KARPERDAAL 32","2553 PH","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0448646,4.3565837,"CONSCIOUS AEROSPACE B.V.","LAAN VAN YPENBURG 108, 2497 GC, S Gravenhage, Niederlande","LAAN VAN YPENBURG 108","2497 GC","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0448646,4.3565837,"ZEROAVIA B.V.","LAAN VAN YPENBURG 108, 2497 GC, S Gravenhage, Niederlande","LAAN VAN YPENBURG 108","2497 GC","'S-GRAVENHAGE","Netherlands","Amadeus"
52.0428418,4.3303552,"Kiwa","Sir Winston Churchillln 273, Rijswijk, 2288Ea, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Europe"
52.0428418,4.3303552,"Kiwa Expert B.V.","Sir Winston Churchilllaan 273, 2288 EA Rijswijk, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Netherlands"
52.041634,4.3365166,"Teesing BV","Verrijn Stuartlaan 7, 2288 EK Rijswijk, Netherlands",NA,NA,NA,"Netherlands","Hydrogen Netherlands"
52.0355061,4.3176253,"WINTERSHALL DEA CARBON MANAGEMENT SOLUTIONS B.V.","BOGAARDPLEIN 47, 2284 DP, Rijswijk, Niederlande","BOGAARDPLEIN 47","2284 DP","RIJSWIJK ZH","Netherlands","Amadeus"
52.0339204,4.4989046,"Habonim Europe Industrial Valves and Actuators B.V.","Edelgasstraat 260, Zoetermeer, 2718 TC","Stadhoudersmolenweg 23","7317 AV","Apeldoorn","Netherlands","Hydrogen Netherlands"
52.0167463,4.3591234,"Zepp Solutions","Paardenmarkt 1, Delft, 2611 PA",NA,NA,NA,"Netherlands","Hydrogen Netherlands"
52.0163497,4.6857665,"MERIDIAN RESOURCES B.V.","MERIDIAAN 26, 2801 DA, Gouda, Niederlande","MERIDIAAN 26","2801 DA","GOUDA","Netherlands","Amadeus"
52.0121816,4.3457242,"ONESEA ENERGY B.V.","WESTPLANTSOEN 196, 2613 GS, Delft, Niederlande","WESTPLANTSOEN 196","2613 GS","DELFT","Netherlands","Amadeus"
