Unnamed: 0,Name des Unternehmens,"Anzahl der Mitarbeiter 
Letztes verf. Jahr",Adresse,Postleitzahl,Ort,Region,Land,Länderkürzel,Full Address,Latitude,Longitude,Country
109.0,OCI METHANOL MARKETING B.V.,19,WILLEMSPARKWEG 193,1071 HA,AMSTERDAM,Amsterdam,Niederlande,NL,"WILLEMSPARKWEG 193, 1071 HA, Amsterdam, Niederlande",52.3556191,4.8697087,Netherlands
110.0,NIPPON GASES BELGIUM,252,METROPOOLSTRAAT 17,2900,SCHOTEN,Antwerp,Belgien,BE,"METROPOOLSTRAAT 17, 2900, Antwerp, Belgien",51.240494,4.472962,Belgium
111.0,VESKIM KIMYEVI MADDE ITHALAT IHRACAT ANONIM SIRKETI,n.v.,"PARK PLAZA KAT:20 MASLAK, ESKI BÜYÜKDERE CADDESI, RESITPASA MAHALLESI",34467,SARIYER,Istanbul,Türkei,TR,"PARK PLAZA KAT:20 MASLAK, ESKI BÜYÜKDERE CADDESI, RESITPASA MAHALLESI, 34467, Istanbul, Türkei",41.06285225,28.99088955171554,Turkey
112.0,CYTEC INDUSTRIES B.V.,17,WEENA 505 KAMER 30.10,3013 AL,ROTTERDAM,Rotterdam,Niederlande,NL,"WEENA 505 KAMER 30.10, 3013 AL, Rotterdam, Niederlande",51.9237047,4.471875,Netherlands
113.0,HERAEUS ELECTRO - NITE INTERNATIONAL,382,CENTRUM-ZUID 1105,3530,HOUTHALEN,Maaseik,Belgien,BE,"CENTRUM-ZUID 1105, 3530, Maaseik, Belgien",51.024453,5.371,Belgium
114.0,AIREDALE CHEMICAL COMPANY LIMITED,116,"AIREDALE MILLS, SKIPTON ROAD, CROSS HILLS",BD20 7BX,KEIGHLEY,Keighley,Vereinigtes Königreich,GB,"AIREDALE MILLS, SKIPTON ROAD, CROSS HILLS, BD20 7BX, Keighley, Vereinigtes Königreich",53.87067055,-1.8874569,United Kingdom
115.0,LINDE GAZ POLSKA SP. Z O.O.,365,PROF. MICHAŁA ŻYCZKOWSKIEGO 17,31-864,KRAKÓW,Kraków,Polen,PL,"PROF. MICHAŁA ŻYCZKOWSKIEGO 17, 31-864, Kraków, Polen",50.078691,19.994366,Poland
116.0,SCHMIDT-CLEMENS SPAIN SAU,222,"CALLE POLIGONO INDUSTRIAL, 2",31280,MURIETA,Navarra,Spanien,ES,"CALLE POLIGONO INDUSTRIAL, 2, 31280, Navarra, Spanien",42.659454,-2.200977,Spain
117.0,INEOS SALES NORGE AS,0,ASDALSTRAND 291,3962,STATHELLE,Bamble,Norwegen,NO,"ASDALSTRAND 291, 3962, Bamble, Norwegen",59.0807361,9.6179642,Norway
118.0,GRTGAZ DEUTSCHLAND GMBH,33,ROSENTHALER STR. 40 /41,10178,BERLIN,Berlin,Deutschland,DE,"ROSENTHALER STR. 40 /41, 10178, Berlin, Deutschland",52.524042,13.402083,Germany
119.0,АКЦИОНЕРНОЕ ОБЩЕСТВО КРЫМСКИЙ СОДОВЫЙ ЗАВОД,2601,УЛ. ПРОЕКТНАЯ Д. 1,296002,КРАСНОПЕРЕКОПСК,КРЫМ АР,Ukraine,UA,"УЛ. ПРОЕКТНАЯ Д. 1, 296002, КРЫМ АР, Ukraine",,,Ukraine
120.0,SHELL GLOBAL SOLUTIONS (DEUTSCHLAND) GMBH,247,HOHE-SCHAAR-STR. 36,21107,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"HOHE-SCHAAR-STR. 36, 21107, Hamburg, Freie und Hansestadt, Deutschland",53.478812,9.979209,Germany
121.0,CCB HOLDING AS,0,TRANESVEGEN 22,5347,ÅGOTNES,Øygarden,Norwegen,NO,"TRANESVEGEN 22, 5347, Øygarden, Norwegen",60.411856,5.012415,Norway
122.0,SOLIGON S.P.A.,23,VIA FORESTO SUD 19,31025,SANTA LUCIA DI PIAVE,Treviso,Italien,IT,"VIA FORESTO SUD 19, 31025, Treviso, Italien",45.853291,12.284311,Italy
123.0,PISCINES DESJOYAUX SA,324,42 AVENUE BENOIT FOURNEYRON,42480,LA FOUILLOUSE,Loire,Frankreich,FR,"42 AVENUE BENOIT FOURNEYRON, 42480, Loire, Frankreich",45.523003,4.286732,France
124.0,L'AIR LIQUIDE BELGE,258,AVENUE DU BOURGET 44,1130,BRUXELLES,Brussels-Capital Region,Belgien,BE,"AVENUE DU BOURGET 44, 1130, Brussels-Capital Region, Belgien",50.8775347,4.4331478,Belgium
125.0,ALLEGO HOLDING B.V.,163,WESTERVOORTSEDIJK 73 KB,6827 AV,ARNHEM,Arnhem,Niederlande,NL,"WESTERVOORTSEDIJK 73 KB, 6827 AV, Arnhem, Niederlande",51.9700011,5.9399146,Netherlands
126.0,ALLEGO N.V.,163,WESTERVOORTSEDIJK 73 KB,6827 AV,ARNHEM,Arnhem,Niederlande,NL,"WESTERVOORTSEDIJK 73 KB, 6827 AV, Arnhem, Niederlande",51.9700011,5.9399146,Netherlands
127.0,JOHNSON MATTHEY CHEMICALS GMBH,195,WARDSTR. 17,46446,EMMERICH,Kleve,Deutschland,DE,"WARDSTR. 17, 46446, Kleve, Deutschland",51.83446975,6.231279568518584,Germany
128.0,ГАЗПРОМ МЕЖРЕГИОНГАЗ ОРЁЛ,186,УЛ ЛЕНИНА Д.30,302028,ОРЕЛ,Орловская область,Russische Föderation,RU,"УЛ ЛЕНИНА Д.30, 302028, Орловская область, Russische Föderation",50.7536,41.974695,Russia
129.0,AIR PRODUCTS HOLDINGS GMBH,184,HÜTTENSTR.,45527,HATTINGEN,Ennepe-Ruhr,Deutschland,DE,"HÜTTENSTR., 45527, Ennepe-Ruhr, Deutschland",51.4084396,7.1919814,Germany
130.0,ORSTED HORNSEA TWO HOLDINGS LTD,n.v.,5 HOWICK PLACE,SW1P 1WG,LONDON,London SW1P,Vereinigtes Königreich,GB,"5 HOWICK PLACE, SW1P 1WG, London SW1P, Vereinigtes Königreich",51.4967767,-0.1360237,United Kingdom
131.0,QUAKER HOUGHTON B.V.,181,INDUSTRIEWEG 7,1422 AH,UITHOORN,Uithoorn,Niederlande,NL,"INDUSTRIEWEG 7, 1422 AH, Uithoorn, Niederlande",52.238248,4.8321727,Netherlands
132.0,PETROLVALVES S.P.A.,554,VLE LUIGI MAJNO 17/A,20122,MILANO,Milano,Italien,IT,"VLE LUIGI MAJNO 17/A, 20122, Milano, Italien",,,Italy
133.0,STICHTING NUCLEAR RESEARCH AND CONSULTANCY GROUP,657,WESTERDUINWEG 3 32,1755 LE,PETTEN,Schagen,Niederlande,NL,"WESTERDUINWEG 3 32, 1755 LE, Schagen, Niederlande",52.7832649,4.6745571,Netherlands
134.0,ALLEIMA STRIPTECH AB,446,,811 81,SANDVIKEN,Gävleborg,Schweden,SE,"nan, 811 81, Gävleborg, Schweden",60.6672546,17.11952307765212,Sweden
135.0,HARSCO METALS GROUP LIMITED,494,"HARSCO HOUSE, REGENT PARK, 297-299 KINGSTON ROAD",KT22 7SG,LEATHERHEAD,Leatherhead,Vereinigtes Königreich,GB,"HARSCO HOUSE, REGENT PARK, 297-299 KINGSTON ROAD, KT22 7SG, Leatherhead, Vereinigtes Königreich",51.36979515,-0.3057306971928977,United Kingdom
136.0,BIOGEEN GMBH,n.v.,AM MITTELHAFEN 10,48155,MÜNSTER,Münster,Deutschland,DE,"AM MITTELHAFEN 10, 48155, Münster, Deutschland",51.9507833,7.6403024,Germany
137.0,PIPELIFE SVERIGE AKTIEBOLAG,260,INDUSTRIVÄGEN 1,524 41,LJUNG,Västra Götaland,Schweden,SE,"INDUSTRIVÄGEN 1, 524 41, Västra Götaland, Schweden",58.94973185,17.500220132078084,Sweden
138.0,EG SERVICES (LUXEMBOURG) SARL,n.v.,BEI DER HÄREWISS 103,1141,LUXEMBOURG,Centre,Luxemburg,LU,"BEI DER HÄREWISS 103, 1141, Centre, Luxemburg",49.596989,6.104206,Luxembourg
139.0,EVOLVIENT CAPITAL LIMITED,n.v.,1 POULTRY,EC2R 8EJ,LONDON,London EC2R,Vereinigtes Königreich,GB,"1 POULTRY, EC2R 8EJ, London EC2R, Vereinigtes Königreich",51.513355,-0.0908549,United Kingdom
140.0,SHELL CATALYSTS & TECHNOLOGIES LEUNA GMBH,141,AM HAUPTTOR,06237,LEUNA,Saalekreis,Deutschland,DE,"AM HAUPTTOR, 06237, Saalekreis, Deutschland",51.3198623,12.0147488,Germany
141.0,MORGAN LOVELL PLC,160,"KENT HOUSE, 14-17 MARKET PLACE",W1W 8AJ,LONDON,London W1W,Vereinigtes Königreich,GB,"KENT HOUSE, 14-17 MARKET PLACE, W1W 8AJ, London W1W, Vereinigtes Königreich",51.5161298,-0.1398736,United Kingdom
142.0,HPL MOTORS GROUP LIMITED,129,396 MANCHESTER ROAD,OL9 7PQ,OLDHAM,Oldham,Vereinigtes Königreich,GB,"396 MANCHESTER ROAD, OL9 7PQ, Oldham, Vereinigtes Königreich",53.5252746,-2.1387153,United Kingdom
143.0,MESSER POLSKA SP. Z O.O.,n.v.,MACIEJKOWICKA 30,41-503,CHORZÓW,Chorzów,Polen,PL,"MACIEJKOWICKA 30, 41-503, Chorzów, Polen",50.317104,18.981308,Poland
144.0,FABER INDUSTRIE S.P.A.,425,VIA DELL'INDUSTRIA 64,33043,CIVIDALE DEL FRIULI,Udine,Italien,IT,"VIA DELL'INDUSTRIA 64, 33043, Udine, Italien",46.0852989,13.3890843,Italy
145.0,Q ENERGY FRANCE,212,RUE DU MOURELET,84000,AVIGNON,Vaucluse,Frankreich,FR,"RUE DU MOURELET, 84000, Vaucluse, Frankreich",43.933052,4.779768,France
146.0,ALTAIR CHEMICAL S.R.L.,87,VIA MOIE VECCHIE 13,56048,VOLTERRA,Pisa,Italien,IT,"VIA MOIE VECCHIE 13, 56048, Pisa, Italien",43.402726,10.85858,Italy
147.0,ALLEIMA ROCK DRILL STEEL AB,141,,811 81,SANDVIKEN,Gävleborg,Schweden,SE,"nan, 811 81, Gävleborg, Schweden",60.6672546,17.11952307765212,Sweden
148.0,LUČEBNÍ ZÁVODY DRASLOVKA A.S. KOLÍN,n.v.,HAVLÍČKOVA 605,28002,KOLÍN,Okres Kolín,Tschechische Republik,CZ,"HAVLÍČKOVA 605, 28002, Okres Kolín, Tschechische Republik",50.0174153,15.2187452,Czech Republic
149.0,AIR PRODUCTS IRELAND LIMITED,43,"UNIT 950, WESTERN INDUSTRIAL EST, KILLEEN ROAD, DUBLIN 12",D12 XP58,DUBLIN,Dublin,Irland,IE,"UNIT 950, WESTERN INDUSTRIAL EST, KILLEEN ROAD, DUBLIN 12, D12 XP58, Dublin, Irland",53.3204396,-6.2583108,Ireland
150.0,NIPPON GASES NORGE AS,202,RINGNESVEIEN 50,0978,OSLO,Oslo,Norwegen,NO,"RINGNESVEIEN 50, 0978, Oslo, Norwegen",59.95835,10.896954,Norway
151.0,SHELL CHEMICALS U.K. LIMITED,n.v.,"SHELL CENTRE, YORK ROAD",SE1 7NA,LONDON,London SE1,Vereinigtes Königreich,GB,"SHELL CENTRE, YORK ROAD, SE1 7NA, London SE1, Vereinigtes Königreich",51.5038502,-0.1167733632104527,United Kingdom
152.0,АКЦИОНЕРНОЕ ОБЩЕСТВО КРИОГЕННОГО МАШИНОСТРОЕНИЯ,1266,ПР-КТ ЛЕНИНА Д.67,143907,БАЛАШИХА,Московская область,Russische Föderation,RU,"ПР-КТ ЛЕНИНА Д.67, 143907, Московская область, Russische Föderation",55.88108,37.709528,Russia
153.0,MEXICHEM UK LIMITED,242,402 THE HEATH BUSINESS & TECHNICAL,WA7 4QX,RUNCORN,Runcorn,Vereinigtes Königreich,GB,"402 THE HEATH BUSINESS & TECHNICAL, WA7 4QX, Runcorn, Vereinigtes Königreich",53.2463168,-2.4805646984104603,United Kingdom
154.0,LINDE GAS A/S,98,LAUTRUPHØJ 6,2750,BALLERUP,Ballerup,Dänemark,DK,"LAUTRUPHØJ 6, 2750, Ballerup, Dänemark",55.735941,12.389764,Denmark
155.0,MESSER TEHNOGAS AD BEOGRAD,341,BANJIČKI PUT 62,11090,BEOGRAD (RAKOVICA),Belgrade,Serbien,RS,"BANJIČKI PUT 62, 11090, Belgrade, Serbien",,,Serbia
156.0,GEOSEL MANOSQUE,3,2 RUE DES MARTINETS,92500,RUEIL MALMAISON,Hauts-de-Seine,Frankreich,FR,"2 RUE DES MARTINETS, 92500, Hauts-de-Seine, Frankreich",48.8867489,2.165228,France
157.0,MADIC,n.v.,"TECHNOPARC DE L'AUBINIERE, 5 IMPASSE DES TOURMALINES",44300,NANTES,Loire-Atlantique,Frankreich,FR,"TECHNOPARC DE L'AUBINIERE, 5 IMPASSE DES TOURMALINES, 44300, Loire-Atlantique, Frankreich",47.2608072,-1.4970804,France
158.0,CENTRAL GLASS CZECH S.R.O.,n.v.,EVROPSKÁ 859/115A,16000,PRAHA 6,Obvod Praha 6,Tschechische Republik,CZ,"EVROPSKÁ 859/115A, 16000, Obvod Praha 6, Tschechische Republik",50.095704,14.3484669,Czech Republic
159.0,NEL ASA,30,KARENSLYST ALLÉ 49,0279,OSLO,Oslo,Norwegen,NO,"KARENSLYST ALLÉ 49, 0279, Oslo, Norwegen",59.921166,10.681725,Norway
160.0,SOLVAY CHEMIE B.V.,59,SCHEPERSWEG 1,6049 CV,HERTEN,Roermond,Niederlande,NL,"SCHEPERSWEG 1, 6049 CV, Roermond, Niederlande",51.1650044,5.9561094,Netherlands
161.0,EVONIK CHEMICALS LIMITED,54,CLAYTON LANE,M11 4SR,MANCHESTER,Manchester,Vereinigtes Königreich,GB,"CLAYTON LANE, M11 4SR, Manchester, Vereinigtes Königreich",53.4824259,-2.1831525,United Kingdom
162.0,VIGO BIOENERGY GMBH,16,KURFÜRSTENDAMM,10711,BERLIN,Berlin,Deutschland,DE,"KURFÜRSTENDAMM, 10711, Berlin, Deutschland",52.496852700000005,13.290607928000004,Germany
163.0,PO LIGHTING POLAND SP. Z O.O.,592,PAWIA 7,31-154,KRAKÓW,Kraków,Polen,PL,"PAWIA 7, 31-154, Kraków, Polen",50.0693158,19.945644,Poland
164.0,HIVE ETHICAL HOLDINGS LIMITED,141,"WOODINGTON HOUSE, WOODINGTON ROAD, EAST WELLOW",SO51 6DQ,ROMSEY,Romsey,Vereinigtes Königreich,GB,"WOODINGTON HOUSE, WOODINGTON ROAD, EAST WELLOW, SO51 6DQ, Romsey, Vereinigtes Königreich",50.97690675,-1.5683175912003116,United Kingdom
165.0,PEAK SCIENTIFIC INSTRUMENTS LIMITED,319,"11 FOUNTAIN CRESCENT, INCHINNAN BUSINESS PARK, INCHINNAN",PA4 9RE,RENFREW,Renfrew,Vereinigtes Königreich,GB,"11 FOUNTAIN CRESCENT, INCHINNAN BUSINESS PARK, INCHINNAN, PA4 9RE, Renfrew, Vereinigtes Königreich",55.88450625,-4.453052102304151,United Kingdom
166.0,XCALIBUR MULTIPHYSICS GROUP SL.,262,"AVENIDA PARTENON, 10",28042,MADRID,Madrid,Spanien,ES,"AVENIDA PARTENON, 10, 28042, Madrid, Spanien",40.462834,-3.617322,Spain
167.0,HYMPYR,n.v.,11 ALLEE DES TAILLADETTES,31620,LABASTIDE ST SERNIN,Haute-Garonne,Frankreich,FR,"11 ALLEE DES TAILLADETTES, 31620, Haute-Garonne, Frankreich",43.732666,1.452523,France
168.0,ICONICHEM WIDNES LIMITED,66,MOSS BANK ROAD,WA8 0RU,WIDNES,Widnes,Vereinigtes Königreich,GB,"MOSS BANK ROAD, WA8 0RU, Widnes, Vereinigtes Königreich",,,United Kingdom
169.0,VYNOVA RUNCORN LIMITED,131,BANKES LANE OFFICE BANKES LANE,WA7 4EL,RUNCORN,Runcorn,Vereinigtes Königreich,GB,"BANKES LANE OFFICE BANKES LANE, WA7 4EL, Runcorn, Vereinigtes Königreich",53.31938775,-2.7409214911639466,United Kingdom
170.0,WESTLAKE COMPOUNDS ITALY S.R.L.,68,VIA MILANO 201,21017,SAMARATE,Varese,Italien,IT,"VIA MILANO 201, 21017, Varese, Italien",45.626077,8.787156,Italy
171.0,MACDERMID PERFORMANCE SOLUTIONS ITALIANA S.R.L.,162,VIA GIOVANNI BATTISTA BOTALLA 3,13900,BIELLA,Biella,Italien,IT,"VIA GIOVANNI BATTISTA BOTALLA 3, 13900, Biella, Italien",45.5574518,8.0609423,Italy
172.0,ГАЗТРОН-УКРАЇНА ТОВ,33,"ВУЛ. ЄВГЕНА КОНОВАЛЬЦЯ 36 Д, ОФ. 45 А",01133,КИЇВ,КИЕВ,Ukraine,UA,"ВУЛ. ЄВГЕНА КОНОВАЛЬЦЯ 36 Д, ОФ. 45 А, 01133, КИЕВ, Ukraine",50.4248497,30.5333065,Ukraine
173.0,MESSER AUSTRIA GMBH,179,INDUSTRIESTRAßE 5,2352,GUMPOLDSKIRCHEN,Niederösterreich,Österreich,AT,"INDUSTRIESTRAßE 5, 2352, Niederösterreich, Österreich",48.03282,16.2893378,Austria
174.0,ФОСАГРО-СТАВРОПОЛЬ,n.v.,УЛ. ЛЕРМОНТОВА Д.189/1,355000,СТАВРОПОЛЬ,Ставропольский край,Russische Föderation,RU,"УЛ. ЛЕРМОНТОВА Д.189/1, 355000, Ставропольский край, Russische Föderation",52.214511,24.350829,Russia
175.0,AIR PRODUCTS SPOL. S R.O.,160,J. Š. BAARA 2063/21,40502,DĚČÍN,Okres Děčín,Tschechische Republik,CZ,"J. Š. BAARA 2063/21, 40502, Okres Děčín, Tschechische Republik",50.7687206,14.2034358,Czech Republic
176.0,KNAPSACK POWER GMBH & CO. KG,45,DERENDORFER ALLEE 2 A,40476,DÜSSELDORF,Düsseldorf,Deutschland,DE,"DERENDORFER ALLEE 2 A, 40476, Düsseldorf, Deutschland",51.2520439,6.7818973,Germany
177.0,MILTON ROY EUROPE,234,10 GRANDE RUE,27360,PONT ST PIERRE,Eure,Frankreich,FR,"10 GRANDE RUE, 27360, Eure, Frankreich",49.331277,1.280019,France
178.0,RETTENMAIER FRANCE SARL,n.v.,20 Q RUE SCHNAPPER,78100,ST GERMAIN EN LAYE,Yvelines,Frankreich,FR,"20 Q RUE SCHNAPPER, 78100, Yvelines, Frankreich",48.888885,2.08952,France
179.0,GAZFIO,n.v.,"ZA DES HAUTS RIVES, 12 CHEMIN DU MOULIN DES PONTS",27610,ROMILLY SUR ANDELLE,Eure,Frankreich,FR,"ZA DES HAUTS RIVES, 12 CHEMIN DU MOULIN DES PONTS, 27610, Eure, Frankreich",49.325699,1.259386,France
180.0,NEOBO FASTIGHETER AB (PUBL),50,MÄSTER SAMUELSGATAN 42,111 57,STOCKHOLM,Stockholm,Schweden,SE,"MÄSTER SAMUELSGATAN 42, 111 57, Stockholm, Schweden",59.3335197,18.0644155,Sweden
181.0,СРЕДНЕВОЛЖСКАЯ ГАЗОВАЯ КОМПАНИЯ,n.v.,"УЛ. ЛЬВА ТОЛСТОГО, 18 А СТР. 7",443010,САМАРА,Самарская область,Russische Föderation,RU,"УЛ. ЛЬВА ТОЛСТОГО, 18 А СТР. 7, 443010, Самарская область, Russische Föderation",52.100989,23.708112,Russia
182.0,AKER CARBON CAPTURE ASA,0,JOHN STRANDRUDS VEI 10,1360,FORNEBU,Bærum,Norwegen,NO,"JOHN STRANDRUDS VEI 10, 1360, Bærum, Norwegen",59.903693,10.624621,Norway
183.0,FERGUSON MARINE (PORT GLASGOW) HOLDINGS LIMITED,512,NEWARK WORKS CASTLE ROAD,PA14 5NG,PORT GLASGOW,Port Glasgow,Vereinigtes Königreich,GB,"NEWARK WORKS CASTLE ROAD, PA14 5NG, Port Glasgow, Vereinigtes Königreich",55.93446925,-4.677759110491543,United Kingdom
184.0,AIR LIQUIDE DANMARK A/S,188,HØJE TAASTRUP VEJ 42,2630,TAASTRUP,Høje-Taastrup,Dänemark,DK,"HØJE TAASTRUP VEJ 42, 2630, Høje-Taastrup, Dänemark",55.647259,12.284458,Denmark
185.0,AKER CARBON CAPTURE NORWAY AS,85,JOHN STRANDRUDS VEI 10,1360,FORNEBU,Bærum,Norwegen,NO,"JOHN STRANDRUDS VEI 10, 1360, Bærum, Norwegen",59.903693,10.624621,Norway
186.0,SUNGROW POWER UK LIMITED,22,"SUITE 2, 2ND FLOOR MOORGATE HOUSE",MK9 1LZ,MILTON KEYNES,Milton Keynes,Vereinigtes Königreich,GB,"SUITE 2, 2ND FLOOR MOORGATE HOUSE, MK9 1LZ, Milton Keynes, Vereinigtes Königreich",,,United Kingdom
187.0,CHIMEC - SOCIETA' PER AZIONI,174,VIA DELLE ANDE 19,00144,ROMA,Roma,Italien,IT,"VIA DELLE ANDE 19, 00144, Roma, Italien",41.824827,12.468655,Italy
188.0,SIEGFRIED EL MASNOU S.A.,379,"CALLE CAMIL FABRA, 58",08320,EL MASNOU,Barcelona,Spanien,ES,"CALLE CAMIL FABRA, 58, 08320, Barcelona, Spanien",41.474697,2.2964,Spain
189.0,"ÚJV ŘEŽ, A. S.",720,HLAVNÍ 130,25068,HUSINEC,Okres Praha-východ,Tschechische Republik,CZ,"HLAVNÍ 130, 25068, Okres Praha-východ, Tschechische Republik",50.1775159,14.3585796,Czech Republic
190.0,MEDICAIR ITALIA S.R.L.,169,VIA MONTE ROSA 61,20149,MILANO,Milano,Italien,IT,"VIA MONTE ROSA 61, 20149, Milano, Italien",45.4750005,9.1489989,Italy
191.0,AIR LIQUIDE ITALIA S.P.A.,103,VIA BISCEGLIE 66,20152,MILANO,Milano,Italien,IT,"VIA BISCEGLIE 66, 20152, Milano, Italien",,,Italy
192.0,UMICORE SPECIALTY POWDERS FRANCE,n.v.,54 AVENUE RHIN ET DANUBE,38100,GRENOBLE,Isère,Frankreich,FR,"54 AVENUE RHIN ET DANUBE, 38100, Isère, Frankreich",45.1740634,5.703482,France
193.0,ВАРАНДЕЙСКИЙ ТЕРМИНАЛ,n.v.,УЛ. РОССИХИНА Д. 4,166700,РП ИСКАТЕЛЕЙ,Ненецкий автономный округ,Russische Föderation,RU,"УЛ. РОССИХИНА Д. 4, 166700, Ненецкий автономный округ, Russische Föderation",67.66324815,53.11621865654087,Russia
194.0,AIR LIQUIDE SANTE INTERNATIONAL,n.v.,75 QUAI D ORSAY,75007,PARIS,Paris,Frankreich,FR,"75 QUAI D ORSAY, 75007, Paris, Frankreich",48.8622331,2.3047133,France
195.0,MEDIGAS ITALIA S.R.L.,124,VIA THOMAS ALVA EDISON 6,20057,ASSAGO,Milano,Italien,IT,"VIA THOMAS ALVA EDISON 6, 20057, Milano, Italien",45.562225,9.156223,Italy
196.0,CMC MATERIALS UPC SAS,91,LES VIEILLES HAIES,50620,ST FROMOND,Manche,Frankreich,FR,"LES VIEILLES HAIES, 50620, Manche, Frankreich",,,France
197.0,LINDE AMT ITALY S.R.L.,259,VIA FLEMING ALEXANDER 3,28100,NOVARA,Novara,Italien,IT,"VIA FLEMING ALEXANDER 3, 28100, Novara, Italien",45.451783,8.590852,Italy
198.0,KION FINANCIAL SERVICES SWEDEN AB,7,BOX 1305,701 13,ÖREBRO,Örebro,Schweden,SE,"BOX 1305, 701 13, Örebro, Schweden",,,Sweden
199.0,SUNGROW ITALY S.R.L.,9,VLE ANDREA DORIA 7,20124,MILANO,Milano,Italien,IT,"VLE ANDREA DORIA 7, 20124, Milano, Italien",,,Italy
200.0,ENAGIC EUROPE GMBH,39,IMMERMANNSTR. 33,40210,DÜSSELDORF,Düsseldorf,Deutschland,DE,"IMMERMANNSTR. 33, 40210, Düsseldorf, Deutschland",51.2234352,6.7879589,Germany
201.0,GYŐRI SZESZGYÁR ÉS FINOMÍTÓ ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG,91,BUDAI ÚT 7/A,9027,GYŐR,Győr-Sopron-Moson megye,Ungarn,HU,"BUDAI ÚT 7/A, 9027, Győr-Sopron-Moson megye, Ungarn",47.6908569,17.648813759040358,Hungary
202.0,KEES IN 'T VEEN BEHEER B.V.,249,MOEZELWEG 151,3198 LS,EUROPOORT ROTTERDAM,Rotterdam,Niederlande,NL,"MOEZELWEG 151, 3198 LS, Rotterdam, Niederlande",51.9192709,4.1858595,Netherlands
203.0,ALCOPLAST SRL,62,VIA ETTORE ARA 48,13100,VERCELLI,Vercelli,Italien,IT,"VIA ETTORE ARA 48, 13100, Vercelli, Italien",45.299631,8.411297,Italy
204.0,ЭВОНИК ХИМИЯ,54,"УЛ. КОЖЕВНИЧЕСКАЯ Д. 14, СТР. 5",115114,МОСКВА,г.Москва,Russische Föderation,RU,"УЛ. КОЖЕВНИЧЕСКАЯ Д. 14, СТР. 5, 115114, г.Москва, Russische Föderation",55.7286821,37.64580926911573,Russia
205.0,UNICHIMICA S.P.A.,64,VIA ROMA 292,36040,TORRI DI QUARTESOLO,Vicenza,Italien,IT,"VIA ROMA 292, 36040, Vicenza, Italien",45.382815,11.704953,Italy
206.0,CB&I UK LIMITED,233,"BUILDING 3, 566 CHISWICK HIGH ROAD, CHISWICK",W4 5YA,LONDON,London W4,Vereinigtes Königreich,GB,"BUILDING 3, 566 CHISWICK HIGH ROAD, CHISWICK, W4 5YA, London W4, Vereinigtes Königreich",51.495141,-0.2735772931034477,United Kingdom
207.0,HAV GROUP ASA,16,HOLMEFJORDVEGEN 1,6090,FOSNAVÅG,Herøy (Møre Og Romsdal),Norwegen,NO,"HOLMEFJORDVEGEN 1, 6090, Herøy (Møre Og Romsdal), Norwegen",62.3425082,5.6312658,Norway
208.0,OXIMESA S.L.U.,354,"CALLE ORENSE, 11 PLT 5",28020,MADRID,Madrid,Spanien,ES,"CALLE ORENSE, 11 PLT 5, 28020, Madrid, Spanien",40.448439,-3.695854,Spain
209.0,АКЦИОНЕРНОЕ ОБЩЕСТВО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ПЕРМЬ,2902,УЛ. ПЕТРОПАВЛОВСКАЯ Д. 43,614000,ПЕРМЬ,Пермский край,Russische Föderation,RU,"УЛ. ПЕТРОПАВЛОВСКАЯ Д. 43, 614000, Пермский край, Russische Föderation",43.217996,46.048615,Russia
210.0,ΛΙΝΤΕ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.,142,ΘΈΣΗ ΤΡΎΠΙΟ ΛΙΘΆΡΙ,19600,ΜΆΝΔΡΑ,Αττική,Griechenland,GR,"ΘΈΣΗ ΤΡΎΠΙΟ ΛΙΘΆΡΙ, 19600, Αττική, Griechenland",,,Greece
211.0,"LINDE PORTUGAL, LDA",93,"AVENIDA INFANTE DOM HENRIQUE, LOTE 21/24",1800-217,LISBOA,Lisboa,Portugal,PT,"AVENIDA INFANTE DOM HENRIQUE, LOTE 21/24, 1800-217, Lisboa, Portugal",38.774472,-9.121398,Portugal
212.0,IJSFABRIEK STROMBEEK,93,BROEKSTRAAT 70,1860,MEISE,Halle-Vilvoorde,Belgien,BE,"BROEKSTRAAT 70, 1860, Halle-Vilvoorde, Belgien",50.96673,4.33894,Belgium
213.0,GAZECHIM COMPOSITES IBERICA SA,32,"POLIGONO INDUSTRIAL (CL ONCE), 2",46220,PICASSENT,Valencia,Spanien,ES,"POLIGONO INDUSTRIAL (CL ONCE), 2, 46220, Valencia, Spanien",39.358936,-0.454698,Spain
214.0,BP EGYPT PRODUCTION B.V.,n.v.,D'ARCYWEG 76,3198 NA,EUROPOORT ROTTERDAM,Rotterdam,Niederlande,NL,"D'ARCYWEG 76, 3198 NA, Rotterdam, Niederlande",51.9395733,4.1036219,Netherlands
215.0,MOLGAS GREEN MOBILITY,77,"32 34 36 QUARTIER BOUCHAYER VIALLET, 32 RUE GUSTAVE EIFFEL",38000,GRENOBLE,Isère,Frankreich,FR,"32 34 36 QUARTIER BOUCHAYER VIALLET, 32 RUE GUSTAVE EIFFEL, 38000, Isère, Frankreich",45.189378,5.70781,France
