Country,City,Project name,Process type,Subprocess type,End-use,Production capacity T/year,Production capacity MWel,Output T/year,Latitude,Longitude,ID
Germany,Ludwigshafen,Unknown,Reforming,,Unknown,Unknown,,Unknown,49.4814018,8.4447451,141
Germany,Offstein,Unknown,Reforming,,Unknown,Unknown,,Unknown,49.6060311,8.2374556,142
Germany,Frankfurt am Main,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.1109221,8.6821267,143
Germany,Andernach,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.426057,7.4086636,144
Germany,Wesseling,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.8255624,6.9725385,145
Germany,Wesseling,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.8265624,6.9725385,146
Germany,Wesseling,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.8275624,6.9725385,147
Germany,Lülsdorf,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.8305258,7.0123486,148
Germany,Lülsdorf,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.8315258,7.0123486,149
Germany,Godorf,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.8534581,6.9786695,150
Germany,Hürth-Knapsack,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.8621159,6.8437883,151
Germany,Jena,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.927054,11.5892372,152
Germany,Cologne,Unknown,Reforming,,Unknown,Unknown,,Unknown,50.937531,6.9602786,153
Germany,Cologne,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,50.938531,6.9602786,154
Germany,Leverkusen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.0459248,7.0192196,155
Germany,Dormagen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.0936851,6.8289112,156
Germany,Dormagen,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.0946851,6.8289112,157
Germany,Boehlen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.2016946,12.3870379,158
Germany,Bohlen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.2006946,12.3870379,159
Germany,Nünchritz,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.2992981,13.3899305,160
Germany,Leuna,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.3252659,12.0242284,161
Germany,Leuna,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.3262659,12.0242284,162
Germany,Leuna,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.3282659,12.0242284,163
Germany,Uerdingen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.3547878,6.6428946,164
Germany,Schkopau,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.3910745,11.9851505,165
Germany,Oberhausen,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.4878429,6.863308,166
Germany,Gelsenkirchen,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.5187651,7.0838411,167
Germany,Gelsenkirchen,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.5207651,7.0838411,168
Germany,Rheinberg,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.5460798,6.5899097,169
Germany,Castrop-Rauxel,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.5632625,7.3150145,170
Germany,Bitterfeld,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.6265334,12.3133061,171
Germany,Bitterfeld,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.6275334,12.3133061,172
Germany,Marl,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,51.6601234,7.1060218,173
Germany,Marl,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.6611234,7.1060218,174
Germany,Bernburg,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.7916385,11.7401,175
Germany,Piesteritz,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.8735147,12.5979522,176
Germany,Ibbenbüren,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,52.2767721,7.7189946,177
Germany,Minden,Unknown,Reforming,,Unknown,Unknown,,Unknown,52.2923549,8.9160539,178
Germany,Salzbergen,Unknown,Reforming,,Unknown,Unknown,,Unknown,52.3216445,7.3436252,179
Germany,Lingen,Unknown,Reforming,,Unknown,Unknown,,Unknown,52.5403079,7.3292862,180
Germany,Werlte,Unknown,Reforming,,Unknown,Unknown,,Unknown,52.8535209,7.671886,181
Germany,Schwedt,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.0634695,14.2734639,182
Germany,Bremen,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.0792962,8.8016936,183
Germany,Wilhelmshaven,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.5323403,8.1068722,184
Germany,Hamburg,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.5510846,9.9936819,185
Germany,Hamburg,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.5520846,9.9936819,186
Germany,Hamburg,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.5530846,9.9936819,187
Germany,Stade,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,53.5928618,9.4709494,188
Germany,Stade,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.5938618,9.4709494,189
Germany,Brunsbüttel,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,53.8988902,9.1338853,190
Germany,Brunsbüttel,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.8998902,9.1338853,191
Germany,Brunsbüttel,Unknown,Reforming,,Unknown,Unknown,,Unknown,53.9008902,9.1338853,192
Germany,Brunsbüttel,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,54.1951764,9.1019015,193
Germany,Brunsbüttel,Unknown,Reforming,,Unknown,Unknown,,Unknown,54.1961764,9.1019015,194
Greece,Mandra,Linde Mandra,Water electrolysis,,Other chemicals,165.2830188679245,1.0,112.39245283018867,38.0668785013231,23.5162462877533,195
Greece,Agioi Theodoroi,Unknown,Reforming,,Unknown,Unknown,,Unknown,37.9282447,23.1433311,196
Greece,Elefsis,Unknown,Reforming,,Unknown,Unknown,,Unknown,38.0412749,23.5418125,197
Greece,Aspropyrgos,Unknown,Reforming,,Unknown,Unknown,,Unknown,38.0619063,23.5910603,198
Greece,Inofita,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,38.3080648,23.6391172,199
Greece,Thessaloniki,Unknown,Reforming,,Unknown,Unknown,,Unknown,40.6400629,22.9444191,200
Greece,Nea Karvali,Unknown,Reforming,,Unknown,Unknown,,Unknown,40.9624179,24.5082696,201
Hungary,Petfurdo,Unknown,Reforming,,Unknown,Unknown,,Unknown,47.1616056,18.1337393,202
Hungary,Százhalombatta,Unknown,Reforming,,Unknown,Unknown,,Unknown,47.3083325,18.9096709,203
Hungary,Budapest,Unknown,Reforming,,Unknown,Unknown,,Unknown,47.498912,19.040235,204
Hungary,Tiszaujvaros,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,47.9159846,21.0427447,205
Hungary,Tiszaujvaros,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,47.9169846,21.0427447,206
Hungary,Kazincbarcika,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,48.2489437,20.6189771,207
Hungary,Kazincbarcika,Unknown,Reforming,,Unknown,Unknown,,Unknown,48.2499437,20.6189771,208
Hungary,Kazincbarcika,Unknown,Reforming,,Unknown,Unknown,,Unknown,48.2509437,20.6189771,209
Iceland,Hellisheidi,Hellisheidi ON Power ely,Water electrolysis,,Mobility,115.69811320754715,0.7,78.67471698113206,64.0364234782397,-21.4043909789244,210
Iceland,Grindavik,George Olah CO2 to methanol plant,Water electrolysis,,E-fuels,991.6981132075471,6.0,674.354716981132,63.844239,-22.4317498,211
Ireland,Whitegate,Unknown,Reforming,,Unknown,Unknown,,Unknown,51.8267841,-8.2321121,212
Ireland,Fermoy,Unknown,By-product,Unknown,Unknown,Unknown,,Unknown,52.1372719,-8.2812256,213
Italy,Troia,INGRID (Phase 1),Water electrolysis,,Unknown,198.33962264150944,1.2,134.87094339622644,41.363128,15.312347,214
Italy,Bolzano,Bolzano HRS (CHIC),Water electrolysis,,Mobility,247.9245283018868,1.5,168.58867924528303,46.4740985384316,11.3171937080776,215
Italy,Gela,Gela Praoil,Reforming,,Refining,26599.86493159192,,19512.498467098645,37.0741526,14.2403537,216
Italy,Priolo,Priolo Versalis,By-product,Ethylene,Other chemicals,9052.93,,6640.833823857302,37.1578584,15.1837006,217
Italy,Priolo,Priolo Air Liquide,Reforming,,Refining,23636.995157324927,,17339.06668173891,37.1588584,15.1837006,218
Italy,Priolo,Priolo ISAB SpA (sud),Reforming,,Refining,15322.263825,,11239.743140301003,37.1598584,15.1837006,219
Italy,Melilli,Melilli ISAB SpA (nord),Reforming,,Refining,14857.9528,,10899.144863322184,37.1810245,15.1253159,220
Italy,Augusta,Augusta Sonatrach,Reforming,,Refining,46302.19232142857,,33965.26482441471,37.2500684,15.2216971,221
Italy,Catania,Catania Air Liquide,Reforming,,Unknown,275.764943502124,,215.09665593165676,37.5078772,15.0830304,222
Italy,Milazzo,Milazzo Linde,Reforming,,Refining,41758.69144460737,,30632.35113773874,38.2207102,15.2419327,223
Italy,Milazzo,Milazzo Raffineria di Milazzo SpA.(Eni),Reforming,,Refining,106531.35894214286,,78146.74936892983,38.2217102,15.2419327,224
Italy,Sarroch,Sarroch Saras SpA Raffinerie Sarde,Reforming,,Refining,94502.88,,69323.1828762542,39.0654974,9.0108377,225
Italy,Assemini,Assemini EniChem,By-product,Chlor-alkali,Other chemicals,699.9999999999999,,482.9999999999999,39.2106099,9.0018424,226
Italy,Taranto,Taranto Linde,Reforming,,Refining,44122.39096033986,,32366.257805912628,40.4643606,17.2470303,227
Italy,Taranto,Taranto Eni,Reforming,,Refining,43313.820000000014,,31773.125484949865,40.4653606,17.2470303,228
